ID_Avis,Date,Secteur,Entreprise,Note_Etoiles,Sentiment_IA,Theme_IA,Texte_Avis,Score_Confiance
51938c4b-948c-43e5-a183-ec4d66d17a1c,2025-12-14,E-commerce,Leboncoin,5,Positif,annonces | de | leboncoin,"lego pas encore monté mais tout est bien emballé et classé, je pense que je n'aurais pas de mauvaise surprise.",0.46265241503715515
b1467b77-ac60-449e-bfa5-a60adf83beb0,2025-12-14,E-commerce,Leboncoin,5,Positif,transaction | parfaite | merci,parfait. transaction fluide. je recommande vivement.,0.8879317045211792
538e4ebe-f503-4268-8147-aafafdffce9c,2025-12-14,E-commerce,Leboncoin,5,Positif,communication | bonne | réactif,envoi rapide et soigné. bonne communication.,0.5430670976638794
9af53c35-9b86-4f23-9d13-3dd9b6760599,2025-12-14,E-commerce,Leboncoin,5,Positif,application | facile | très,parfait. à condition de ne l'utiliser qu'en mode sécurisé. messagerie et système de paiement.,0.880842924118042
e2b95247-dc61-45b5-850c-7c8a9c030bae,2025-12-14,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"la visibilité des annonces est nulle si on ne paye pas pour ""booster"".. depuis des années j'utilisais cette appli, et la qualité n'est plus comme celle qu'on en avait les années précédentes. au lieu d améliorer vous avancez vers le pire. 60 seconds de pub dès l'ouverture de l'appli et insupportable d'attendre pour juste utiliser .donc j'ai du désinstaller et de quitter l'appli..je ne vends plus rien sur le site non plus. messagerie bug toujours les gens ne reçoivent pas ce qu'on envoie",0.8347263336181641
538b4ac4-ffc3-4c39-9bfa-eef74dc9858e,2025-12-14,E-commerce,Leboncoin,1,Négatif,compte | mon | numéro,"impossible de mettre à jour l'adresse postale, cela ne remonte pas. impossible de joindre le service d'aide........",0.7528828978538513
cf20cef3-e784-4f24-a196-b478f41071ea,2025-12-14,E-commerce,Leboncoin,5,Positif,rapide | efficace | parfait,tout nikel rapide soigné impeccable 👍🏼,0.761730968952179
724fd30c-52ea-494b-a7be-e6176bdbf69c,2025-12-14,E-commerce,Leboncoin,5,Positif,rapide | envoi | soign,vendeuse tres sérieuse.envoi rapide et soigné. merci et bonnes fêtes,0.7484935522079468
a657794f-dd84-4c9b-ade1-940edd3b1932,2025-12-14,E-commerce,Leboncoin,5,Positif,annonces | de | leboncoin,"c'est une très bonne. apk de vente avec de superbes occasions alors attention quand vous likez un produit, il se peut que vous ayez une réduction de la part du vendeur mais le problème c'est que vous avez 48 heures pour réagir donc avant de liker vérifiez votre solde",0.33345741033554077
5999b15b-853d-439c-8aa3-fce88735fefa,2025-12-13,E-commerce,Leboncoin,1,Négatif,notifications | notification | messages,impossible de se connecter ! le code envoyé par sms va sûrement sur mars,0.8001343607902527
395d3218-a88c-4e43-8643-ebda3e90818b,2025-12-13,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"de pire en pire, des pubs ou faut payer... c'est fini le temps où leboncoin était bien fait et gratuit",0.7931292653083801
b5a57299-414f-4cd8-8be5-0c64b6992cea,2025-12-13,E-commerce,Leboncoin,5,Positif,parfait | merci | tout,parfait mais il faudrait améliorer les temps de réponses sur la messagerie.,0.513604462146759
fc733d82-adcd-40d1-9505-cfdf2093428c,2025-12-13,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"application envahi de pubs et d annonces, si je vais 20 fois dans la journée 20 fois les mêmes pubs surtout que je ne vends jamais rien catégorie ameublement et électroménager des annonces qui date depuis 2022 a ce jour ça serait sympa de faire du tri vraiment pas sérieux de votre part les notifications rame grave. signalement des annonces d arnaque et d escroquerie jamais pris en compte ( bravo) pas sérieux continuer ainsi à dégradé votre application 😕",0.9163331985473633
f6b39caf-044c-4ed0-bc58-07046bf08ab0,2025-12-13,E-commerce,Leboncoin,5,Positif,parfait | tout | pass,toujours parfait! 13 décembre 25,0.8780385255813599
382b5807-5d60-4535-8d3c-bdd7daf40ed1,2025-12-13,E-commerce,Leboncoin,1,Négatif,pub | pubs | trop,la pub d' aliexpress qui dure plusieurs dizaines de secondes lors de l'ouverture de l'application est tout simplement insupportable !!,0.8023597002029419
7701ddfa-eac4-488c-9f9a-a35fad2718e1,2025-12-13,E-commerce,Leboncoin,5,Positif,bien | très | super,très bonne réactivité !,0.7039442658424377
433bbb01-c248-42de-ba86-1e3a212387cc,2025-12-13,E-commerce,Leboncoin,5,Positif,emballage | conforme | produit,envoi rapide et emballage correct,0.4651554524898529
35b85481-7395-4d2d-bff3-e3cd2f06e861,2025-12-13,E-commerce,Leboncoin,5,Positif,pub | pubs | trop,je recherche des meubles modernes et pas trop cher,0.35829269886016846
69218da0-a0a6-4541-8f82-13eef1bdac52,2025-12-13,E-commerce,Leboncoin,5,Positif,rapide | envoi | soign,"envoi rapide, bonne communication et article en parfait état. merci beaucoup 😊",0.8203406929969788
7faa2f13-f700-48f5-850d-247ae29cf3a5,2025-12-13,E-commerce,Leboncoin,5,Positif,vendeur | sérieux | merci,"vendeur agréable, sérieux et réactif",0.48079195618629456
95abefea-e893-4574-864d-2695584dd384,2025-12-13,E-commerce,Leboncoin,4,Négatif,annonces | de | leboncoin,"je souhaitai mettre des affaires à vendre, mais on me dit sue he ne suis pas autorisé, j zimerzi bien savoir pourquoi ???",0.49138325452804565
9fe75244-028e-40d6-9b3f-e9015697dcd1,2025-12-13,E-commerce,Leboncoin,5,Positif,bien | très | super,ras. impeccable.,0.7919435501098633
1900dd3e-9eb0-4be5-a654-18673b8a91cc,2025-12-13,E-commerce,Leboncoin,5,Positif,vendre | acheter | pour,super aplis pour vendre ou acheter des choses d'occasion je recommande,0.6758873462677002
a6f24ef7-b459-4807-b905-78d8535c9926,2025-12-13,E-commerce,Leboncoin,2,Positif,vendre | acheter | pour,"super pour faire des annonces et vendre en ligne. mais ses dernières années les oub prennent de + en + de place. maintenant j'ai régulièrement 30 sec de pub, ce qui devient envahissant",0.37870848178863525
70125a03-1b77-4567-b64c-f6fee5b0fd1c,2025-12-13,E-commerce,Leboncoin,5,Positif,article | conforme | envoi,bien emballé articles conformes,0.503900945186615
ef5db915-2932-4a30-8faf-36cd9343e85e,2025-12-13,E-commerce,Leboncoin,5,Positif,parfait | tout | pass,très bien passé avec succès,0.6043367981910706
bf09bee3-62ee-4fd5-a550-913ff9dde997,2025-12-13,E-commerce,Leboncoin,2,Positif,annonces | de | leboncoin,la publicité fait planté l'application ! mettez un formulaire de contact facile d'accès sans passer par pleins de menus qui ne correspondent pas à nos besoins,0.41472065448760986
949449f0-381d-488f-b1c9-a487a6c8705f,2025-12-13,E-commerce,Leboncoin,5,Positif,rapide | envoi | soign,super bien emballé envoyé rapidement courtois et réponds facilement merci,0.745445191860199
8c28202a-b2b4-41b8-9e42-7464f88da72a,2025-12-13,E-commerce,Leboncoin,5,Positif,vendre | acheter | pour,très bonne application et des prix très bas,0.5852024555206299
39500e2e-07d1-412f-8de2-a5f2e6747b92,2025-12-13,E-commerce,Leboncoin,5,Positif,recommande | vendeur | rapide,envoie très rapide et soigné. réactivité des réponses et honnête. je recommande et remercie ce vendeur.,0.7191826701164246
550f6cf7-aa15-4e3e-bbe9-6ba078317ad4,2025-12-13,E-commerce,Leboncoin,5,Positif,recommande | vendeur | rapide,je recommande vivement cette vendeuse. l'envoie a été très rapide. le colis a été très bien emballé.,0.7628851532936096
ea9ec57c-02b3-4f03-b21a-9e2b7894012d,2025-12-13,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,on peut pas : exclure des recherches / alertes 1 vendeur sans intérêt ; obtenir 1 bon retour mondial relay ; être notifié évaluation reçue ; désactiver remise en main propre pour éviter guet-apents / home jacking ; masquer adresse précise quand locker ; créer groupe annonces petits objets avec montant minimum achat total ; vendre sans prix (offres uniquement / don non coché) car système considère sinon gratuit ; désactiver affichage en boucle produits dans résultats recherche !!!,0.7277304530143738
9297adf4-0239-4d8d-a7a5-09204c1542d7,2025-12-13,E-commerce,Leboncoin,5,Positif,rapide | efficace | parfait,"rapide,efficace et raisonnable ! impeccable !",0.8700017333030701
92405bc8-4996-45c6-bae0-074e3b68a201,2025-12-13,E-commerce,Leboncoin,5,Positif,rapide | efficace | parfait,parfait rapide,0.8556987047195435
09d45da0-9884-4c92-9fb6-dc13767ff732,2025-12-13,E-commerce,Leboncoin,1,Négatif,notifications | notification | messages,gros bug avec la messagerie à nouveau !!!! les messages ne sont pas transmis aux destinataires ! que ce soit sur l'application (que j'ai d'ailleurs désinstallée) ou via google. pratique pour vendre ses objets ou réserver ses vacances !!! merci de nous indiquer une date de retour à la normale !,0.5891029238700867
14056f17-033b-46e7-aa48-a22a7beb2162,2025-12-13,E-commerce,Leboncoin,5,Positif,transaction | parfaite | merci,très bonne transaction,0.7014318704605103
1f6e6f2a-8bac-4b96-b42b-be6c704900c7,2025-12-12,E-commerce,Leboncoin,5,Positif,transaction | parfaite | merci,transaction sans soucis. envoi rapide,0.5723735094070435
566a8b59-6ebb-4160-b66a-20494a0fa485,2025-12-12,E-commerce,Leboncoin,5,Positif,emballage | conforme | produit,"emballage soigné, colis conforme à la description, expérience parfaite. merci !",0.7731600999832153
a95a5580-5b79-4655-a255-5e5c565c7607,2025-12-12,E-commerce,Leboncoin,5,Positif,annonces | de | leboncoin,acheteur exemplaire,0.48353421688079834
8dd09283-33fc-4f4c-8825-45f2d7232666,2025-12-12,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"expérience récente extrèmement mauvaise. un vendeur agressif, harcelant, menaçant au point que je ne me sente pas en sécurité. j'ai signalé son profil rien n'a été fait. le sav inopérant, complètement à côté de la plaque qui prend des décisions sans l'accord de l'acheteur. et une garantie payante souscrite qui ne couvre rien. avant on pouvait faire de bonnes affaires. aujourd'hui on prend un risque d'agression en utilisant la plateforme.",0.839036226272583
dcd0babb-b918-4197-b804-431d377d994d,2025-12-12,E-commerce,Leboncoin,5,Positif,emballage | conforme | produit,livraison rapide produit conforme à la description,0.4767271876335144
b9e76967-bf6b-43c6-90ef-1fd4b2c91a7a,2025-12-12,E-commerce,Leboncoin,1,Négatif,notifications | notification | messages,c'est insupportable je ne reçois plus aucune notifications depuis plusieurs semaines (malgré qu'elles soient activés) donc j'ai loupé 3 ventes !!,0.8743277192115784
098548b7-69d5-4fe2-9e9e-027a9358d9f0,2025-12-12,E-commerce,Leboncoin,5,Positif,parfait | tout | pass,tout parfait.,0.8851400017738342
71e8b5a5-4e6a-4846-b11a-8370d5dc76c7,2025-12-12,E-commerce,Leboncoin,5,Positif,vendeur | emballage | produit,"bonsoir, envoie super bien emballé. produit conforme aux photos. je recommande mon vendeur.",0.7253034710884094
a23306a6-57e6-421d-b9a0-1381f280f542,2025-12-12,E-commerce,Leboncoin,5,Positif,nickel | transaction | merci,transaction nickel.,0.46028557419776917
54c998cb-a176-4569-950f-312dd87ea5a3,2025-12-12,E-commerce,Leboncoin,5,Positif,transaction | parfaite | merci,transaction parfaite 😊 je recommande ! 😁✨,0.8611143827438354
07f185a3-65fd-4ec2-bc50-3e5c0ee13fa8,2025-12-12,E-commerce,Leboncoin,5,Neutre,bien | très | super,ca av oui bon ok,0.420948326587677
7472110b-641a-40e6-a4c1-1f4ba9866508,2025-12-12,E-commerce,Leboncoin,5,Positif,article | conforme | envoi,article propre et conforme à l’annonce,0.5214752554893494
52b272c1-a8c4-4ebe-a2ac-9035ea710f8a,2025-12-12,E-commerce,Leboncoin,5,Positif,rapide | envoi | soign,super et envoie rapide !,0.8213818073272705
c263c3e7-78ab-4bab-aaf6-dbd8235bc17a,2025-12-12,E-commerce,Leboncoin,5,Négatif,merci | beaucoup | parfait,compréhensif suite à une erreur de ma part. merci,0.2637667655944824
a49c4977-1cd0-474b-97bf-3a21decc6aaa,2025-12-12,E-commerce,Leboncoin,5,Positif,article | conforme | envoi,"article conforme à la description, très bonne transaction, merci",0.597977876663208
97572f0e-8e23-45a8-bbc9-e29dd8226529,2025-12-12,E-commerce,Leboncoin,5,Positif,merci | beaucoup | parfait,merci mrs!,0.5123352408409119
fb5bb3c6-bc28-4f0d-8b5a-79bb6b2f93e1,2025-12-12,E-commerce,Leboncoin,5,Positif,merci | beaucoup | parfait,bonjour je vous remercie beaucoup bonne soirée,0.5173856019973755
f37829a0-d283-4ea7-944d-e3bf81e1cfc2,2025-12-12,E-commerce,Leboncoin,5,Positif,transaction | parfaite | merci,transactions hyper rapide colis bien emballé correspondant à la description vendeur à recommander,0.5083185434341431
ed48391b-2955-4557-a4ce-a47656ff4712,2025-12-12,E-commerce,Leboncoin,5,Positif,recommande | je | personne,au top je recommande,0.789782702922821
6b7986cb-f1ea-460c-89f8-c417b6c7b9a4,2025-12-12,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,je n'ai pas confiance en ces paiements sécurisés. dommage que le bon coin soit de plus en plus inaccessible....,0.4542591869831085
a6e2aa06-abde-4ceb-b238-f5871348b1a9,2025-12-12,E-commerce,Leboncoin,5,Positif,transaction | parfaite | merci,"très consciencieux, très bonne transaction",0.7708238959312439
10753973-c8c0-4e63-8879-14df746ad5fa,2025-12-12,E-commerce,Leboncoin,5,Positif,parfait | merci | tout,"parfait, merci !",0.9007119536399841
8a34e525-4d6d-4556-a8ea-44c662d22130,2025-12-12,E-commerce,Leboncoin,5,Positif,tlphone | mon | smartphone,leboncoin dans son smartphone ! fonctionne très bien ! bravo,0.7214821577072144
40ce31ac-0ac5-4fd9-8077-0ad0379e46fe,2025-12-12,E-commerce,Leboncoin,4,Négatif,annonces | de | leboncoin,"la page des annonces remontent toute seule. juste au dessus de ""vos informations clés"". edit : vous avez un mail où je peux envoyer une vidéo ?",0.6217147707939148
2f21f302-9796-4752-85ee-f9bc980c5056,2025-12-12,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"je suis déçu de cette application.les vendeurs vendent des peluches labubu contrefaites et autres articles!!c'est tout votre catalogue qu'il y a des articles de contrefaçon! je ne vais pas perdre mon temps à vous signaler toutes ces contrefaçons,ça me prendrait un an!!c'est à vous de vérifier ces revendeurs. les victimes ce sont les futurs acheteurs! je vous déconseille cette application avec des bugs,et des publicités avec un ralentissement de votre batterie sur votre téléphone.👎🤑",0.9104539752006531
30b6b8c3-833b-41df-84b2-23f399aec47b,2025-12-12,E-commerce,Leboncoin,2,Négatif,annonces | de | leboncoin,"l’application est pratique et bien pensée : l’interface est simple, la recherche efficace et on trouve facilement ce que l’on cherche. en revanche, il y a vraiment trop de vendeurs inactifs, ce qui fait perdre du temps et rend certaines recherches frustrantes. de plus, les frais sont devenus exorbitants, surtout pour les petits montants. payer presque autant de frais que la valeur de l’article n’a aucun sens...",0.5296328663825989
5c0253ad-539a-432e-b6ba-8d1d662e4f6a,2025-12-12,E-commerce,Leboncoin,3,Neutre,annonces | de | leboncoin,le pbl reste la publicité,0.30656781792640686
bcb2782b-c775-42e8-903a-2a338c0890f8,2025-12-12,E-commerce,Leboncoin,1,Négatif,étoile | étoiles | une,"dommage qu'on ne puisse pas mettre moins qu'une étoile. il y a beaucoup trop de publicité, pire qu'un jeu mobile. on ne peut pas ouvrir l'application sans en avoir une, ne serait-ce que pour répondre aux potentiels acheteurs.",0.8757527470588684
3f85763f-b1d0-4037-a7f7-b0caf24c7434,2025-12-11,E-commerce,Leboncoin,5,Positif,pratique | très | utile,très utile,0.65603107213974
142d9df4-61d9-4e13-b4b4-94ce4d1d5e69,2025-12-11,E-commerce,Leboncoin,5,Positif,transaction | parfaite | merci,transaction parfaite,0.8034529685974121
c54051f8-2301-4b3c-8bcb-538effa28c51,2025-12-11,E-commerce,Leboncoin,5,Positif,parfait | tout | pass,tout c'est très bien passé 👌👌,0.6445950865745544
ceb58457-3e74-44c2-b14a-c5308fb7b5a8,2025-12-11,E-commerce,Leboncoin,5,Positif,merci | beaucoup | parfait,"merci, impeccable 👍",0.7866045236587524
f5760dc0-3ea4-4773-9984-69f91f39cd64,2025-12-11,E-commerce,Leboncoin,5,Positif,rapide | envoi | soign,très arrangeante et envoi très rapide merci,0.6858596205711365
676bc6c9-c738-4aa2-828e-9b231a41cc8c,2025-12-11,E-commerce,Leboncoin,5,Positif,parfait | tout | pass,très contente. tout va bien,0.6941352486610413
a1fc9e84-522f-430f-96a7-a2c54be590cf,2025-12-11,E-commerce,Leboncoin,5,Positif,communication | bonne | réactif,très bonne communication,0.6477310657501221
139cb166-7f71-4451-8f67-54d522f75927,2025-12-11,E-commerce,Leboncoin,5,Positif,merci | beaucoup | parfait,conforme à l'annonce. merci,0.46862149238586426
42dd2749-8514-4d25-9fa4-96bff9522079,2025-12-11,E-commerce,Leboncoin,5,Positif,rien | trop | dire,juste trop bien,0.6027935743331909
280cb859-62df-44ce-bdfc-f89f5b73223a,2025-12-11,E-commerce,Leboncoin,5,Positif,emballage | conforme | produit,super emballage,0.7724658250808716
f6b98b27-0908-434a-b1c9-476528e51d24,2025-12-11,E-commerce,Leboncoin,5,Positif,recommande | je | personne,"parfait, je recommande 😊",0.8801000118255615
829789f4-bfbd-43a2-a5a5-ecb88d0a2882,2025-12-11,E-commerce,Leboncoin,4,Positif,pub | pubs | trop,pub invasive au démarrage !!!,0.31490767002105713
231fc144-54fc-4f69-96a3-d876592d715f,2025-12-11,E-commerce,Leboncoin,3,Neutre,annonces | de | leboncoin,"l'appli est très intéressante et assez efficace, mais manque cruellement d'une possibilité d'évaluer les candidats vendeurs/loueurs. notamment car certains oublient de retirer des annonces de biens déjà vendus, ou un autre noté très réactif mais qui ne répond pas alors que son annonce est en ligne depuis 6 a 7 mois 🙄 sans oublier ceux qui souhaitent louer mais postent un texte suggérant une vente🥴",0.5672466158866882
f2b5b24d-ebb0-4c79-ba79-1f10fa658686,2025-12-11,E-commerce,Leboncoin,5,Positif,emballage | conforme | produit,envoi parfait. assiettes conformes description. merci beaucoup.,0.8290301561355591
91349535-e4be-4fa3-b71d-e5b0bd930720,2025-12-11,E-commerce,Leboncoin,4,Neutre,emballage | conforme | produit,le livre est en parfait etat mais l'emballage avait ete ouvert !,0.3992738723754883
bb4acb90-d9d4-448f-ad39-71370b4f10d5,2025-12-11,E-commerce,Leboncoin,5,Positif,rapide | efficace | parfait,"réactif, reçu le colis rapidement",0.46032625436782837
2d7d22f4-a7a7-4f45-a463-962c97584d94,2025-12-11,E-commerce,Leboncoin,1,Négatif,compte | mon | numéro,il faudrait que vous trouvez un autre système pour le changement de numéro de téléphone car avant que je change de numéro j'ai pas eu l'idée de le changer sur mon compte leboncoin du coup maintenant je suis bloqué j'aurais aimé pouvoir changer mon iban et gardez mon compte.,0.41494444012641907
5b5b7c5b-6461-448b-a991-09d364e22636,2025-12-11,E-commerce,Leboncoin,5,Positif,merci | beaucoup | parfait,super merci,0.8019381165504456
6eeb007d-3f8e-483b-b714-7315876a2f2e,2025-12-11,E-commerce,Leboncoin,5,Positif,vendre | acheter | pour,leboncoin et une bonne applie pour vendre des veucule ou des objet,0.47465047240257263
2185baf4-35e8-493c-b52f-1d9137ee47b1,2025-12-10,E-commerce,Leboncoin,1,Négatif,compte | mon | numéro,impossible de se connecter ‼️,0.6696876883506775
77c89127-f94d-4bd8-ac24-da02078c7694,2025-12-10,E-commerce,Leboncoin,5,Positif,emballage | conforme | produit,"rapidité d'envoi, parfait état des miniatures, emballage très soigné. tout a été parfait.merci!",0.875554621219635
9c1b24a6-26b3-45fb-8ff8-effe2f212237,2025-12-10,E-commerce,Leboncoin,5,Positif,article | conforme | envoi,envoi rapide et soigné. articles conformes,0.5297731161117554
40a76945-bb97-4af7-8cd7-37e0c4d56426,2025-12-10,E-commerce,Leboncoin,3,Négatif,article | conforme | envoi,mes messages concernant les mensurations n ont pas été vus? j ai reçu très rapidement un article conforme mais qui ne me va pas.,0.4335547089576721
a4220f61-f4ed-4a68-86fc-ab602e6974a6,2025-12-10,E-commerce,Leboncoin,5,Positif,rapide | envoi | soign,"top, envoi rapide et soigné je recommande",0.8055587410926819
e80b0c7f-ae62-49df-b435-b1b7fcd712fa,2025-12-10,E-commerce,Leboncoin,5,Positif,vendeur | sérieux | merci,vendeur très réactif et envoi soigné,0.6746760010719299
0ffde58b-c780-40cd-96e4-1b4273a0f569,2025-12-10,E-commerce,Leboncoin,5,Positif,parfait | merci | tout,parfait et merci pour votre sérieux,0.8507468104362488
e2d511ab-27df-4105-9c08-5c9f05aa53bf,2025-12-10,E-commerce,Leboncoin,5,Positif,transaction | parfaite | merci,transaction parfaite 😉,0.8266142010688782
af345a6e-c8bc-4bee-b925-cdc4045c1999,2025-12-10,E-commerce,Leboncoin,5,Positif,recommande | je | personne,.la personne tres sympat.. conforme a mon attente ..colis soignier propre .. je recommande cette perrsonne .......,0.47237950563430786
f2d149ca-de64-434a-bb0f-f2a9227070ef,2025-12-10,E-commerce,Leboncoin,5,Positif,communication | bonne | réactif,très bonne communication. vendeur réactif. envoie très rapide et soigné. plus qu'à tester.,0.7530005574226379
afdac3f1-09b1-494f-b516-b4dc02197738,2025-12-10,E-commerce,Leboncoin,4,Positif,bien | très | super,très bien emballé !,0.7098803520202637
775e48fa-ca18-4779-90b6-4669f066d47c,2025-12-10,E-commerce,Leboncoin,2,Négatif,android | samsung | galaxy,application devenue presque inutilisable de par sa lenteur ! une catastrophe depuis les dernières mises à jour ne parlons même pas de la publicité qui rajoute de la lenteur et cela quelque soit la plate-forme (ios ou android) revoyez votre développement car l'application fonctionnait beaucoup mieux à ces débuts,0.872879147529602
8e689097-65d0-4451-8b59-1e3891254321,2025-12-10,E-commerce,Leboncoin,2,Négatif,version | l'ancienne | nouvelle,la derniere mise à jour est nul. pas.tres pratique pas assez fluide. l.ancienne version etait beaucoup mieux.,0.4270205497741699
83219040-4d52-4277-8909-d0e1547daf32,2025-12-10,E-commerce,Leboncoin,5,Positif,recommande | vendeur | sympathique,parfait. vendeuse sympathique. je recommande 🙂,0.8813220262527466
742235ee-e18b-473f-9af0-36bfd97aaef2,2025-12-10,E-commerce,Leboncoin,3,Négatif,annonces | de | leboncoin,"site devenu brouillon depuis 2020. annonces doublons, oubliées, sans réponse, ou fanfaronne à des prix : 9.999.999 , ou, 1.234.567, ...",0.785782516002655
da881908-223f-46bf-b4b1-87c01bd36450,2025-12-10,E-commerce,Leboncoin,5,Neutre,itinéraire | itinéraires | trajet,"bonjour serait-il possible, dans une prochaine version de sélectionner plusieurs catégories, ou d'en exclure certaines, lors d'une recherche ?. serait-il possible par la même occasion de mettre à jour le nom d'un recherche sauvegardée lorsqu'on la modifie ?",0.3878493905067444
5946e5ba-6edb-4f67-a056-2793a398ba8b,2025-12-10,E-commerce,Leboncoin,5,Positif,rien | trop | dire,nikel sur tout,0.5011674761772156
dd6fad4b-e6b8-4451-a28e-a621b93b9c0f,2025-12-10,E-commerce,Leboncoin,5,Positif,vendeur | sérieux | merci,"ce vendeur répond rapidement, colis bien emballé. parfait.",0.8327211737632751
67ce343a-83c5-419d-bc98-df1bb5623120,2025-12-10,E-commerce,Leboncoin,2,Négatif,annonces | de | leboncoin,"le nouveau bandeau avec les filtres est galère a utiliser, il aurait fallu mettre le tri en premier. a chaque fois il faut scroller horizontalement tout au bout pour trier c'est vraiment galère...",0.47164812684059143
bb46b274-50e4-499c-8f78-7a597a82b5d5,2025-12-10,E-commerce,Leboncoin,2,Négatif,annonces | de | leboncoin,font payer toutes les options même la modification.,0.7361575365066528
32cfed6d-b65e-48c0-9d2a-0ea19db597c5,2025-12-10,E-commerce,Leboncoin,3,Négatif,ergonomique | ergonomie | interface,"des fonctionnalités accessibles directement ont été changées ou retirées. problème de publication pour de articles recherchés, bouton mal accessible, mauvaise ergonomie.",0.47873765230178833
d4160fa9-ed85-4b7e-a8cd-519f206f0f42,2025-12-09,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,insupportable le porte monnaie. comment le désactiver ?,0.9036004543304443
2b0c3f14-6fbb-4adb-9333-baa2a4fb3e18,2025-12-09,E-commerce,Leboncoin,4,Positif,rapide | envoi | soign,"colis bien emballé, conforme aux attentes. j'attends juste les codes du gps en attente avec matys. merci,",0.5056487917900085
68fd5652-58b3-4eb9-93a0-eac3a8378565,2025-12-09,E-commerce,Leboncoin,2,Négatif,vendre | acheter | pour,leboncoin quand je recherche véhicule ça déconne,0.5402577519416809
2e644be2-5b53-4021-8258-489718158a99,2025-12-09,E-commerce,Leboncoin,5,Positif,rapide | envoi | soign,très produit conforme envoie rapide,0.6845958828926086
4eb077c7-03af-4365-ba4f-45e89cc2c817,2025-12-09,E-commerce,Leboncoin,5,Positif,rapide | envoi | soign,"envoi rapide, merci beaucoup",0.6057898998260498
4968516a-8524-4005-9ca8-fe693549dcf8,2025-12-09,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,désolé ça ne fonctionne pas. étonné que l'article avait été déposé au point relais j'ai supprimé l'annonce. le destinataire n'arrive pas à contacter le bon coin et moi non plus!! comment regle t on se problème ? mondial relais ne veut rien savoir 😤😤😤🤔🤔🤔,0.8559043407440186
36c362aa-a7a2-46db-993f-eb7d5d6f068e,2025-12-09,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"c'est dommage que le service client soit inaccessible. malgré les discussions pour indiquer que le lien qu'on me donne ne marche pas, j'ai aucune prise en considération. donc si j'y a pas de soucis, c'est bien, mais par contre au moindre soucis il n'y a plus personne. et si par contre pour les comptes pro y a bien quelqu'un pour vendre des encarts publicitaires mais pour transférer ma demande a quelqu'un non. donc encaisser y a pas de soucis mais pour résoudre des problème, plus personne !",0.4123893082141876
64f519b3-7913-4802-8aa1-d7f411816969,2025-12-09,E-commerce,Leboncoin,5,Négatif,l'application | réinstaller | depuis,"edit : tout est effectivement rentré dans l'ordre : l'appli refonctionne sans souci 👍 --- l'application souffre de sérieux problèmes d'affichage depuis quelques jours. en effet, une grande partie des images ne s'affiche plus : à la place un logo d'erreur sur fond rouge.",0.4142095446586609
d2d46c6e-517a-4b25-a0a6-cb7328f3ad6b,2025-12-08,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"temps d'envoi trop cours, le temps pour envoyer et confirmer la disponibilité d'un article et extrêmement cours, cela est parfois compliquer d'honorer ses ventes a cause du délai !",0.5140050649642944
5619f8b6-0e4e-4628-bf59-cf41c6596014,2025-12-08,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,escro leboncoin bloque mon argent supprime mes annonce payante aucun remboursement aucune explication site de voleur avec lbc,0.907935619354248
420ca4bb-d736-4509-bbe2-7f5d2efc75c0,2025-12-08,E-commerce,Leboncoin,4,Positif,rapide | envoi | soign,"livre mis très bon état, mais méritait bon état. envoi rapide bien emballé. prix correcte. satisfaite.",0.531409502029419
ff3de05f-0333-4425-9481-65a1a856f010,2025-12-08,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"des escrocs... ils font payer une ""assurance leboncoin"" sur chaque achat et dès qu'il y a un problème ils se dédouanent complètement et nous laisse tomber avec le problème en question.",0.7078074812889099
eb646012-9527-47c7-9346-28c2178c1244,2025-12-08,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,des frais de transaction obligatoire de 5% c est bien trop élevé.,0.4338459372520447
e7829201-e223-4b6f-a1a2-b71338ee0bd0,2025-12-08,E-commerce,Leboncoin,5,Positif,vendeur | sérieux | merci,bon vendeur,0.4299858510494232
0c2cf943-bb5b-4c46-9c99-0893a8c296e0,2025-12-08,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"suite à un achat a un énergumène malhonnête, qui de surcroit, réitère des menaces à l'arnaque qu'il regrette ne pas avoir finalisée. il est vrai j'ai été insultant vis à vis du vendeur. mais respectueux et poli vis à vis du bon coin. non seulement le bon coin ne bloque pas l'annonce incriminé, voir le vendeur, mais bien au contraire, c'est moi qui ai l'honneur d'être bloqué. ne prenez pas la peine de réactiver mon compte, car je ne souhaite pas favoriser de tels comportements. de + en + arnaques",0.5303649306297302
